epoch,accuracy,loss,val_accuracy,val_loss
0,0.18526941537857056,2.347569704055786,0.10286913812160492,2.6673433780670166
1,0.28822603821754456,1.931850790977478,0.10286913812160492,2.6032471656799316
2,0.37360042333602905,1.7130153179168701,0.10181945562362671,2.689868450164795
3,0.4333449900150299,1.5469238758087158,0.16340097784996033,2.612344980239868
4,0.4769069254398346,1.4335954189300537,0.2064380645751953,2.191063642501831
5,0.5090972781181335,1.3597341775894165,0.17774668335914612,2.627445936203003
6,0.5368264317512512,1.2923964262008667,0.19804058969020844,2.5390899181365967
7,0.5588698387145996,1.236539602279663,0.2697690725326538,2.0914413928985596
8,0.579513669013977,1.1853785514831543,0.18544436991214752,3.1451992988586426
9,0.5961336493492126,1.1470541954040527,0.20888733863830566,2.9294042587280273
