epoch,accuracy,loss,val_accuracy,val_loss
0,0.14531250298023224,2.231696128845215,0.17491254210472107,2.105173110961914
1,0.234375,2.01956844329834,0.2816092073917389,1.9438319206237793
2,0.3149999976158142,1.8148715496063232,0.33533233404159546,1.7505360841751099
3,0.3474999964237213,1.7392276525497437,0.30509746074676514,1.8181556463241577
0,0.3553124964237213,1.7220089435577393,0.35682159662246704,1.690370798110962
1,0.40531250834465027,1.607679009437561,0.43878060579299927,1.554537296295166
2,0.4690625071525574,1.439488172531128,0.4437780976295471,1.483559250831604
3,0.44749999046325684,1.4828327894210815,0.48350825905799866,1.4452097415924072
0,0.49687498807907104,1.3690661191940308,0.4685157537460327,1.437903881072998
1,0.5331249833106995,1.2845155000686646,0.5169914960861206,1.3335322141647339
2,0.5731250047683716,1.1614311933517456,0.5344827771186829,1.3109649419784546
3,0.550000011920929,1.2176828384399414,0.5422288775444031,1.3160109519958496
4,0.5481250286102295,1.2818458080291748,0.5752124190330505,1.197345495223999
5,0.5919395685195923,1.1183130741119385,0.527486264705658,1.2970036268234253
0,0.59375,1.1337864398956299,0.5484757423400879,1.279601812362671
1,0.6181250214576721,1.0515906810760498,0.5827086567878723,1.1733572483062744
2,0.6546875238418579,0.9434385895729065,0.5582208633422852,1.2825225591659546
0,0.6759374737739563,0.9068891406059265,0.544727623462677,1.3482940196990967
1,0.6956250071525574,0.8533679842948914,0.5597201585769653,1.2506299018859863
2,0.6565625071525574,0.9807475209236145,0.5547226667404175,1.3032604455947876
3,0.6315624713897705,1.0105226039886475,0.5827086567878723,1.1771435737609863
4,0.6150000095367432,1.0762807130813599,0.6096951365470886,1.1222435235977173
0,0.7228124737739563,0.7613455057144165,0.5469765067100525,1.4005956649780273
1,0.7565624713897705,0.6935837268829346,0.5442278981208801,1.4522041082382202
2,0.7103124856948853,0.8106357455253601,0.5362318754196167,1.420369267463684
3,0.6990625262260437,0.8288336992263794,0.5564717650413513,1.3548920154571533
