epoch,accuracy,loss,val_accuracy,val_loss
0,0.22804409265518188,2.1468145847320557,0.10251924395561218,9.572362899780273
1,0.3617039918899536,1.7320356369018555,0.1123163029551506,8.348835945129395
2,0.4328201413154602,1.549121618270874,0.10286913812160492,6.068933963775635
3,0.49265220761299133,1.3985228538513184,0.14345696568489075,4.124231815338135
4,0.5417249798774719,1.28812575340271,0.18929320573806763,4.819336414337158
5,0.5749650001525879,1.1907576322555542,0.22428271174430847,4.558183670043945
6,0.5963960886001587,1.1242706775665283,0.3743876814842224,2.067667007446289
7,0.6218509674072266,1.0625553131103516,0.39013296365737915,1.904066562652588
8,0.644069254398346,1.008495569229126,0.25087472796440125,2.955831289291382
9,0.6629636287689209,0.9541633129119873,0.41112667322158813,1.8547366857528687
10,0.6845696568489075,0.9084612727165222,0.33939817547798157,2.3367602825164795
11,0.6909552216529846,0.8737504482269287,0.5227431654930115,1.3414117097854614
12,0.7060881853103638,0.8428332209587097,0.4384184777736664,1.5616579055786133
13,0.718421995639801,0.8027046322822571,0.5129461288452148,1.378502368927002
