epoch,accuracy,loss,val_accuracy,val_loss
0,0.15468749403953552,2.2206785678863525,0.18115942180156708,2.1876487731933594
1,0.20343750715255737,2.0925283432006836,0.21489255130290985,2.1036481857299805
2,0.26218751072883606,1.9615544080734253,0.2748625576496124,1.9637689590454102
3,0.29343751072883606,1.874589204788208,0.30984508991241455,1.8509069681167603
4,0.3215624988079071,1.798913836479187,0.3025987148284912,1.7804762125015259
5,0.32840049266815186,1.7537195682525635,0.32683658599853516,1.7708721160888672
0,0.36906251311302185,1.6404697895050049,0.35532233119010925,1.7261855602264404
1,0.3824999928474426,1.6649901866912842,0.39405298233032227,1.614417314529419
2,0.43062499165534973,1.5220791101455688,0.4175412356853485,1.526579737663269
3,0.43437498807907104,1.5200845003128052,0.4560219943523407,1.4948982000350952
0,0.4815624952316284,1.4046658277511597,0.4475262463092804,1.5372059345245361
1,0.4840624928474426,1.411272406578064,0.45877060294151306,1.4839469194412231
2,0.5171874761581421,1.2963632345199585,0.5059970021247864,1.3615586757659912
3,0.5271875262260437,1.3019042015075684,0.5047476291656494,1.3933558464050293
4,0.5103124976158142,1.357084035873413,0.5199900269508362,1.3599143028259277
5,0.5582493543624878,1.2153173685073853,0.5292353630065918,1.3109676837921143
0,0.6112499833106995,1.0534372329711914,0.4542728662490845,1.5617847442626953
1,0.5746874809265137,1.2079907655715942,0.5484757423400879,1.285431981086731
2,0.5915625095367432,1.129763126373291,0.5369815230369568,1.2654900550842285
3,0.5815625190734863,1.1283140182495117,0.5692154169082642,1.2305020093917847
0,0.643750011920929,0.9532235860824585,0.45652174949645996,1.6118525266647339
1,0.6200000047683716,1.0468764305114746,0.5464767813682556,1.2916975021362305
2,0.6434375047683716,1.0030843019485474,0.5637181401252747,1.2720818519592285
3,0.637499988079071,1.000847578048706,0.5542228817939758,1.2900725603103638
0,0.7024999856948853,0.8289675116539001,0.46426787972450256,1.7605042457580566
1,0.6787499785423279,0.9035754203796387,0.5389804840087891,1.333505630493164
2,0.6728125214576721,0.9107511639595032,0.5667166709899902,1.2785415649414062
3,0.6196874976158142,1.029373049736023,0.5702148675918579,1.2457351684570312
4,0.5915625095367432,1.1809258460998535,0.5744627714157104,1.2614177465438843
