epoch,accuracy,loss,val_accuracy,val_loss
0,0.35496851801872253,1.7936913967132568,0.4695591330528259,1.4176620244979858
1,0.4438418447971344,1.5362547636032104,0.5094471573829651,1.34292733669281
2,0.4702589213848114,1.451902985572815,0.5283414721488953,1.3034656047821045
3,0.4874037802219391,1.4157116413116455,0.5381385684013367,1.2801449298858643
4,0.4965885281562805,1.3964745998382568,0.5311406850814819,1.2854394912719727
5,0.49912527203559875,1.3778996467590332,0.5384884476661682,1.268079400062561
6,0.5059481859207153,1.3617634773254395,0.5353394150733948,1.2792638540267944
7,0.5143457055091858,1.3492345809936523,0.544086754322052,1.2629395723342896
8,0.5192442536354065,1.344734787940979,0.5391882658004761,1.2600852251052856
9,0.512508749961853,1.3501752614974976,0.5468859076499939,1.2573405504226685
10,0.5113716125488281,1.356079339981079,0.5479356050491333,1.2577242851257324
11,0.5111966133117676,1.3474743366241455,0.5349894762039185,1.26735520362854
12,0.519594132900238,1.3337479829788208,0.5461861491203308,1.2606276273727417
13,0.5175822377204895,1.3440873622894287,0.5388383269309998,1.2723060846328735
14,0.5342022180557251,1.2832273244857788,0.5563331246376038,1.2253782749176025
15,0.5408502221107483,1.261389970779419,0.5580825805664062,1.2221142053604126
16,0.5444366931915283,1.263746738433838,0.5559831857681274,1.220799446105957
17,0.5450490117073059,1.2450792789459229,0.5573827624320984,1.219010829925537
18,0.5514345765113831,1.2489792108535767,0.5559831857681274,1.221196174621582
19,0.5513470768928528,1.2420530319213867,0.5643807053565979,1.2143418788909912
0,0.5516970157623291,1.2418262958526611,0.5661301612854004,1.2140523195266724
1,0.5477606654167175,1.2407207489013672,0.5664800405502319,1.214394211769104
2,0.5498600602149963,1.2467525005340576,0.5640307664871216,1.2152318954467773
3,0.5545836091041565,1.238895297050476,0.5654303431510925,1.2148059606552124
4,0.5488978028297424,1.2471508979797363,0.5657802820205688,1.214722990989685
5,0.5488978028297424,1.2483900785446167,0.5661301612854004,1.214332938194275
6,0.5467109680175781,1.2464760541915894,0.5661301612854004,1.2140508890151978
7,0.547410786151886,1.2481170892715454,0.5654303431510925,1.2138255834579468
8,0.5492477416992188,1.2381139993667603,0.565080463886261,1.2137166261672974
9,0.549072802066803,1.2469879388809204,0.565080463886261,1.2136162519454956
10,0.5453988909721375,1.246846079826355,0.5654303431510925,1.2135287523269653
11,0.5530090928077698,1.239260196685791,0.565080463886261,1.2134007215499878
12,0.5468859076499939,1.2445660829544067,0.5654303431510925,1.213353157043457
13,0.5538838505744934,1.239089846611023,0.5657802820205688,1.2132830619812012
14,0.5508222579956055,1.2483389377593994,0.5661301612854004,1.2132494449615479
15,0.5534464716911316,1.2357364892959595,0.5654303431510925,1.2132248878479004
0,0.5445241332054138,1.246912956237793,0.5682295560836792,1.214802861213684
1,0.5461861491203308,1.2531161308288574,0.5664800405502319,1.2137633562088013
2,0.5469734072685242,1.2480597496032715,0.5647305846214294,1.2138103246688843
3,0.5497725605964661,1.2399195432662964,0.5692791938781738,1.2142438888549805
4,0.5506473183631897,1.2401206493377686,0.5692791938781738,1.2140395641326904
5,0.554233729839325,1.2353683710098267,0.5654303431510925,1.2138211727142334
6,0.5556333065032959,1.2423609495162964,0.5675297379493713,1.2139583826065063
7,0.5477606654167175,1.2487465143203735,0.5685794353485107,1.2136553525924683
8,0.5489853024482727,1.2494202852249146,0.5671798586845398,1.2134703397750854
9,0.5551084876060486,1.2428022623062134,0.565080463886261,1.2132911682128906
10,0.552571713924408,1.244171142578125,0.565080463886261,1.2132247686386108
11,0.5484604835510254,1.2465239763259888,0.5640307664871216,1.2131530046463013
12,0.5512596368789673,1.2415457963943481,0.56368088722229,1.213056206703186
13,0.5502099394798279,1.2505770921707153,0.56368088722229,1.2130557298660278
14,0.5512596368789673,1.2372592687606812,0.56368088722229,1.2130565643310547
