epoch,accuracy,loss,val_accuracy,val_loss
0,0.34312498569488525,1.8221449851989746,0.47251373529434204,1.4610337018966675
0,0.43187499046325684,1.55976140499115,0.49200400710105896,1.387413501739502
1,0.45478278398513794,1.513984203338623,0.5002498626708984,1.3482657670974731
0,0.4751041531562805,1.4507590532302856,0.5187406539916992,1.3176499605178833
1,0.4748329222202301,1.4455217123031616,0.524987518787384,1.3038469552993774
0,0.49145832657814026,1.4000625610351562,0.522988498210907,1.3014801740646362
1,0.4948830306529999,1.4146897792816162,0.5287356376647949,1.293640375137329
0,0.49562498927116394,1.3887056112289429,0.5387306213378906,1.272849440574646
0,0.5067708492279053,1.3737610578536987,0.5359820127487183,1.2682229280471802
0,0.5098,1.3644,0.53573,1.2682229280471802
